Policy_ID,Device_Type,Brand,Retail_Price,Plan_Duration,Vendor,Region,Customer_Age,Sales_Channel,Claim_Made,Claim_Cost,Plan_Price,Age_Band
P000286,Charger,Apple,350.1,24,John Lewis,South East,37,Marketplace,0,0.0,29.39,36-45
P000287,Charger,Apple,56.92,36,Amazon UK,Wales,39,Marketplace,0,0.0,11.51,36-45
P000288,Phone,OnePlus,334.74,36,Currys,Scotland,28,In-store,1,96.44,24.9,26-35
P000289,Tablet,Amazon,106.3,36,AO.com,South East,64,In-store,0,0.0,17.3,56-65
P000290,Headphones,Bose,302.35,36,Currys,West Midlands,50,Marketplace,1,57.64,26.94,46-55
P000291,Laptop,Dell,446.91,12,John Lewis,London,68,In-store,0,0.0,36.27,66+
P000292,Headphones,Beats,84.16,36,AO.com,South East,39,In-store,0,0.0,14.44,36-45
P000293,Headphones,Beats,133.93,36,Argos,North West,67,In-store,0,0.0,11.75,66+
P000294,Tablet,Amazon,203.77,24,Argos,West Midlands,30,Marketplace,0,0.0,17.85,26-35
P000295,Headphones,Bose,307.51,36,AO.com,London,56,Marketplace,0,0.0,31.92,56-65
P000296,TV,Samsung,264.08,36,Amazon UK,Wales,67,Online,0,0.0,23.79,66+
P000297,Laptop,HP,372.6,12,AO.com,Scotland,57,In-store,0,0.0,36.52,56-65
P000298,Phone,Google,435.79,36,Currys,London,25,In-store,1,185.87,37.18,18-25
P000299,Washing Machine,Bosch,166.46,24,John Lewis,Wales,28,In-store,1,90.11,20.6,26-35
P000300,Tablet,Amazon,219.76,36,Amazon UK,South East,43,Online,0,0.0,25.44,36-45
P000301,Headphones,Bose,153.97,12,Currys,Wales,29,Online,0,0.0,12.68,26-35
P000302,Laptop,HP,347.07,24,Argos,Wales,49,Marketplace,0,0.0,34.48,46-55
P000303,Tablet,Samsung,243.63,24,Amazon UK,Wales,39,In-store,0,0.0,20.59,36-45
P000304,Phone,Apple,709.4,24,John Lewis,South East,45,Online,0,0.0,53.15,36-45
P000305,Phone,OnePlus,421.16,36,Argos,Scotland,32,Marketplace,0,0.0,37.75,26-35
P000306,Refrigerator,Bosch,188.93,24,Amazon UK,West Midlands,48,Marketplace,0,0.0,19.38,46-55
P000307,Phone,Apple,503.13,12,Currys,South East,45,Online,0,0.0,40.89,36-45
P000308,Headphones,Bose,304.71,24,Currys,West Midlands,53,In-store,0,0.0,31.04,46-55
P000309,Phone,OnePlus,245.65,36,AO.com,West Midlands,32,In-store,1,33.58,20.48,26-35
P000310,TV,Sony,280.05,36,Amazon UK,North West,29,Online,0,0.0,25.14,26-35
P000311,Tablet,Amazon,324.63,36,Argos,London,50,Online,0,0.0,27.34,46-55
P000312,Washing Machine,Whirlpool,249.4,36,Currys,Scotland,40,In-store,0,0.0,23.24,36-45
P000313,Washing Machine,Whirlpool,223.06,12,Currys,Scotland,54,Marketplace,1,20.0,15.66,46-55
P000314,Tablet,Samsung,194.96,24,AO.com,South East,64,Marketplace,0,0.0,24.08,56-65
P000315,TV,Sony,288.47,36,AO.com,London,56,Online,0,0.0,26.32,56-65
P000316,Refrigerator,Bosch,191.32,24,Currys,South East,19,Marketplace,1,57.72,18.11,18-25
P000317,Refrigerator,Bosch,38.15,36,Argos,London,40,Marketplace,0,0.0,12.31,36-45
P000318,Washing Machine,LG,207.68,24,AO.com,Scotland,27,Online,0,0.0,15.69,26-35
P000319,TV,Samsung,183.65,12,Amazon UK,London,25,Online,0,0.0,14.42,18-25
P000320,Washing Machine,Whirlpool,116.16,24,Argos,North West,37,In-store,0,0.0,14.69,36-45
P000321,Refrigerator,Whirlpool,36.33,24,John Lewis,Scotland,29,In-store,0,0.0,11.16,26-35
P000322,Charger,Anker,238.19,36,Amazon UK,North West,45,Marketplace,1,81.7,26.43,36-45
P000323,Laptop,HP,630.78,36,John Lewis,North West,37,Online,0,0.0,49.3,36-45
P000324,Laptop,Lenovo,331.25,24,AO.com,North West,37,Online,0,0.0,24.48,36-45
P000325,Tablet,Apple,262.92,36,John Lewis,South East,54,Marketplace,1,80.94,17.41,46-55
P000326,Phone,OnePlus,491.63,24,Argos,South East,48,Online,0,0.0,40.45,46-55
P000327,Washing Machine,Bosch,20.0,24,Currys,Wales,55,In-store,0,0.0,7.28,46-55
P000328,Tablet,Amazon,106.15,24,Amazon UK,West Midlands,25,Online,1,38.68,13.26,18-25
P000329,Charger,Apple,134.93,12,AO.com,South East,49,In-store,0,0.0,14.14,46-55
P000330,Phone,OnePlus,397.32,36,John Lewis,London,35,Marketplace,0,0.0,33.42,26-35
P000331,Phone,Apple,505.07,24,AO.com,South East,29,Online,0,0.0,42.21,26-35
P000332,Phone,OnePlus,414.1,12,Argos,North West,31,Marketplace,0,0.0,31.67,26-35
P000333,Phone,Google,429.66,24,Currys,South East,45,Online,0,0.0,30.24,36-45
P000334,Headphones,Bose,293.1,24,John Lewis,West Midlands,50,In-store,0,0.0,26.48,46-55
P000335,TV,Sony,242.19,24,Amazon UK,London,30,Marketplace,0,0.0,22.86,26-35
P000336,Tablet,Apple,121.46,36,Argos,Wales,55,In-store,0,0.0,16.64,46-55
P000337,Tablet,Samsung,257.0,24,AO.com,North West,35,Marketplace,1,97.4,21.82,26-35
P000338,Washing Machine,Bosch,53.09,12,Currys,Scotland,24,Online,0,0.0,6.02,18-25
P000339,Laptop,Lenovo,290.37,12,Currys,Wales,24,Online,0,0.0,21.01,18-25
P000340,TV,Panasonic,287.48,24,Amazon UK,Wales,50,Online,0,0.0,18.65,46-55
P000341,Tablet,Apple,70.69,24,AO.com,Wales,43,In-store,0,0.0,8.15,36-45
P000342,Washing Machine,LG,245.11,12,Argos,Scotland,19,Online,0,0.0,19.01,18-25
P000343,Phone,Google,498.18,36,John Lewis,North West,65,Online,1,133.27,34.98,56-65
P000344,Laptop,Dell,417.1,24,Argos,South East,53,In-store,0,0.0,36.24,46-55
P000345,TV,Panasonic,257.55,36,Amazon UK,North West,67,In-store,0,0.0,26.98,66+
P000346,Refrigerator,Samsung,208.69,24,AO.com,North West,60,Online,0,0.0,21.89,56-65
P000347,TV,Sony,228.12,24,Argos,London,42,Marketplace,0,0.0,17.32,36-45
P000348,TV,Sony,151.8,24,Argos,West Midlands,30,Online,0,0.0,15.52,26-35
P000349,Phone,Google,304.97,24,AO.com,Scotland,65,Marketplace,0,0.0,27.92,56-65
P000350,Laptop,Lenovo,420.68,12,Argos,West Midlands,45,Online,0,0.0,37.2,36-45
P000351,TV,Sony,42.95,24,John Lewis,Scotland,35,In-store,0,0.0,4.83,26-35
P000352,Washing Machine,LG,206.32,24,AO.com,North West,61,Online,0,0.0,24.98,56-65
P000353,Charger,Belkin,222.23,12,Amazon UK,North West,66,In-store,0,0.0,24.75,66+
P000354,Laptop,Lenovo,392.49,12,Currys,London,18,Online,0,0.0,29.47,18-25
P000355,Washing Machine,LG,206.85,36,AO.com,Scotland,30,In-store,0,0.0,19.63,26-35
P000356,Tablet,Samsung,204.06,12,Currys,Wales,26,Online,1,39.6,20.72,26-35
P000357,Phone,Apple,473.97,24,Currys,North West,41,Marketplace,0,0.0,37.42,36-45
P000358,Laptop,HP,474.72,36,AO.com,London,67,Online,0,0.0,36.13,66+
P000359,Laptop,Lenovo,443.56,36,John Lewis,North West,42,Online,0,0.0,38.73,36-45
P000360,Charger,Anker,116.47,12,John Lewis,Scotland,67,Marketplace,0,0.0,19.59,66+
P000361,Refrigerator,Samsung,250.28,36,Currys,London,50,Marketplace,0,0.0,21.44,46-55
P000362,Phone,Apple,522.46,36,John Lewis,Scotland,49,In-store,0,0.0,46.44,46-55
P000363,TV,LG,273.42,24,Currys,West Midlands,42,In-store,1,45.06,25.38,36-45
P000364,Washing Machine,LG,122.77,24,AO.com,North West,20,Marketplace,0,0.0,18.72,18-25
P000365,Phone,Samsung,358.75,12,John Lewis,Scotland,28,Marketplace,1,128.04,35.0,26-35
P000366,TV,Sony,162.09,24,John Lewis,West Midlands,57,In-store,0,0.0,15.74,56-65
P000367,Charger,Belkin,36.85,36,AO.com,Wales,50,Online,0,0.0,12.32,46-55
P000368,Washing Machine,Bosch,141.34,24,Currys,South East,66,Online,0,0.0,14.3,66+
P000369,Tablet,Apple,147.91,24,John Lewis,West Midlands,49,In-store,0,0.0,15.97,46-55
P000370,Laptop,Dell,433.09,36,Amazon UK,Wales,61,In-store,0,0.0,37.82,56-65
P000371,Charger,Anker,322.77,24,AO.com,West Midlands,40,Marketplace,0,0.0,23.96,36-45
P000372,Charger,Anker,20.0,12,Argos,South East,39,In-store,0,0.0,4.51,36-45
P000373,TV,Samsung,100.93,12,Amazon UK,South East,33,Online,0,0.0,13.95,26-35
P000374,Washing Machine,Bosch,324.91,24,AO.com,Wales,29,In-store,0,0.0,26.84,26-35
P000375,Tablet,Samsung,309.13,24,Amazon UK,Scotland,33,Marketplace,0,0.0,28.47,26-35
P000376,Washing Machine,Whirlpool,124.67,36,Argos,North West,47,Online,0,0.0,16.09,46-55
P000377,Tablet,Apple,125.08,36,AO.com,London,56,Marketplace,1,40.34,14.22,56-65
P000378,Refrigerator,Bosch,446.57,24,John Lewis,London,69,Marketplace,0,0.0,33.9,66+
P000379,Refrigerator,Whirlpool,66.88,36,Amazon UK,South East,38,In-store,0,0.0,9.86,36-45
P000380,TV,Samsung,38.92,12,AO.com,North West,20,Online,0,0.0,14.19,18-25
P000381,Laptop,Lenovo,286.85,36,John Lewis,South East,23,Marketplace,1,93.26,25.07,18-25
P000382,Phone,OnePlus,361.52,12,Amazon UK,North West,64,Marketplace,0,0.0,31.7,56-65
P000383,Headphones,Sony,419.19,36,AO.com,Scotland,47,In-store,1,154.29,35.15,46-55
P000384,Tablet,Apple,232.17,24,Amazon UK,South East,33,Online,0,0.0,19.61,26-35
P000385,Washing Machine,Whirlpool,298.11,12,John Lewis,South East,52,Marketplace,0,0.0,22.76,46-55
P000386,Phone,Samsung,531.31,36,Currys,London,37,In-store,0,0.0,42.56,36-45
P000387,TV,Sony,270.95,36,Amazon UK,Wales,50,Online,1,148.07,23.07,46-55
P000388,Headphones,Bose,134.96,12,John Lewis,Scotland,20,Marketplace,1,47.64,15.98,18-25
P000389,TV,LG,299.78,36,AO.com,London,51,In-store,0,0.0,26.15,46-55
P000390,Refrigerator,Bosch,252.97,12,Currys,West Midlands,49,Online,0,0.0,24.68,46-55
P000391,Charger,Belkin,214.21,24,John Lewis,Wales,37,In-store,0,0.0,20.84,36-45
P000392,Tablet,Apple,120.67,24,AO.com,Scotland,46,Marketplace,0,0.0,8.48,46-55
P000393,Headphones,Beats,325.64,12,Currys,London,48,In-store,0,0.0,27.15,46-55
P000394,Charger,Anker,349.07,24,Argos,South East,19,Online,0,0.0,31.37,18-25
P000395,Phone,Apple,537.43,36,Argos,Scotland,32,In-store,1,130.94,41.39,26-35
P000396,TV,Sony,163.28,12,Argos,North West,68,Online,0,0.0,14.31,66+
P000397,Phone,Google,493.73,24,Argos,Scotland,21,Online,1,223.23,40.87,18-25
P000398,Washing Machine,Whirlpool,319.06,24,Currys,London,69,In-store,0,0.0,30.19,66+
P000399,Headphones,Bose,242.53,12,John Lewis,North West,67,Marketplace,0,0.0,21.59,66+
P000400,Refrigerator,Whirlpool,298.94,36,Amazon UK,Scotland,52,In-store,0,0.0,29.55,46-55
P000401,Headphones,Beats,168.33,36,Currys,London,54,In-store,0,0.0,16.09,46-55
P000402,Washing Machine,Whirlpool,95.35,36,Amazon UK,North West,55,Online,0,0.0,10.04,46-55
P000403,Laptop,HP,439.18,12,Argos,South East,56,In-store,0,0.0,38.55,56-65
P000404,Refrigerator,Bosch,150.62,12,Amazon UK,South East,62,Online,1,30.21,15.45,56-65
P000405,Charger,Anker,20.0,24,AO.com,North West,69,Marketplace,0,0.0,12.58,66+
P000406,Charger,Belkin,161.04,24,Amazon UK,North West,35,In-store,0,0.0,17.93,26-35
P000407,Laptop,Dell,262.81,36,Argos,North West,55,In-store,0,0.0,18.56,46-55
P000408,Tablet,Samsung,229.14,12,AO.com,North West,58,In-store,0,0.0,18.85,56-65
P000409,Washing Machine,LG,40.09,24,John Lewis,South East,27,Online,1,20.0,10.23,26-35
P000410,Refrigerator,Bosch,128.95,36,Amazon UK,Wales,45,In-store,0,0.0,16.25,36-45
P000411,Laptop,Dell,429.93,12,Argos,South East,25,In-store,0,0.0,34.72,18-25
P000412,Tablet,Samsung,297.61,36,Argos,North West,62,Marketplace,0,0.0,26.1,56-65
P000413,Washing Machine,Whirlpool,372.21,24,AO.com,Wales,54,In-store,0,0.0,34.33,46-55
P000414,Headphones,Beats,257.54,36,Amazon UK,Scotland,52,In-store,0,0.0,18.99,46-55
P000415,Refrigerator,Samsung,102.84,24,Currys,South East,28,Online,1,20.0,6.86,26-35
P000416,Laptop,Apple,525.52,12,John Lewis,West Midlands,25,Marketplace,0,0.0,42.35,18-25
P000417,Phone,Apple,460.71,36,John Lewis,West Midlands,19,In-store,1,198.62,36.62,18-25
P000418,Tablet,Apple,188.26,36,John Lewis,Wales,42,In-store,0,0.0,16.25,36-45
P000419,Laptop,Dell,492.78,36,Currys,Wales,57,In-store,0,0.0,41.99,56-65
P000420,Tablet,Samsung,197.23,12,John Lewis,North West,33,In-store,1,42.33,19.88,26-35
P000421,Phone,Apple,455.68,36,AO.com,North West,26,Online,0,0.0,36.27,26-35
P000422,Laptop,Dell,226.23,36,John Lewis,Scotland,42,In-store,0,0.0,14.99,36-45
P000423,Laptop,Lenovo,431.5,12,John Lewis,London,61,Marketplace,0,0.0,34.71,56-65
P000424,Tablet,Apple,230.74,12,AO.com,London,52,In-store,0,0.0,23.6,46-55
P000425,Refrigerator,Bosch,274.62,24,Amazon UK,West Midlands,29,Marketplace,1,72.49,26.74,26-35
P000426,Headphones,Bose,118.64,12,Currys,South East,38,In-store,1,40.01,18.1,36-45
P000427,Laptop,Lenovo,512.48,12,Argos,Wales,42,Marketplace,1,112.78,42.07,36-45
P000428,Phone,OnePlus,334.86,24,John Lewis,South East,44,In-store,1,60.41,28.32,36-45
P000429,Washing Machine,LG,102.63,36,John Lewis,North West,54,In-store,0,0.0,6.87,46-55
P000430,Laptop,Lenovo,210.08,12,Amazon UK,South East,36,In-store,0,0.0,19.94,36-45
P000431,Charger,Apple,216.27,24,John Lewis,Wales,42,Marketplace,1,46.36,19.72,36-45
P000432,Laptop,Dell,277.57,12,Amazon UK,Wales,33,Online,1,98.24,25.45,26-35
P000433,Headphones,Sony,114.45,36,Amazon UK,Wales,59,Online,0,0.0,11.15,56-65
P000434,TV,Sony,309.99,24,Amazon UK,London,63,Online,0,0.0,24.12,56-65
P000435,Headphones,Sony,148.54,12,AO.com,South East,30,Online,0,0.0,12.07,26-35
P000436,TV,Sony,319.69,24,Amazon UK,South East,29,In-store,1,98.56,23.03,26-35
P000437,Laptop,Dell,289.37,36,Amazon UK,Wales,68,Marketplace,1,93.51,15.2,66+
P000438,Charger,Anker,171.24,12,Amazon UK,South East,21,In-store,1,35.25,17.66,18-25
P000439,TV,LG,293.26,12,AO.com,London,54,In-store,0,0.0,24.28,46-55
P000440,TV,Sony,81.92,12,Currys,West Midlands,34,Online,0,0.0,17.38,26-35
P000441,Refrigerator,Whirlpool,170.4,36,Argos,Scotland,41,In-store,0,0.0,19.13,36-45
P000442,Washing Machine,LG,100.66,12,AO.com,South East,41,Marketplace,0,0.0,10.17,36-45
P000443,Charger,Anker,282.79,24,Argos,London,36,Online,0,0.0,28.14,36-45
P000444,Laptop,Dell,335.07,36,Amazon UK,London,55,In-store,0,0.0,28.7,46-55
P000445,TV,Samsung,330.66,24,Currys,West Midlands,62,In-store,0,0.0,26.0,56-65
P000446,Headphones,Beats,20.0,24,Currys,Wales,35,In-store,0,0.0,8.72,26-35
P000447,Tablet,Apple,288.22,24,Amazon UK,London,62,In-store,0,0.0,24.99,56-65
P000448,Washing Machine,LG,427.09,24,John Lewis,South East,64,Marketplace,0,0.0,38.34,56-65
P000449,Charger,Belkin,169.58,24,Amazon UK,Wales,28,Marketplace,1,56.91,17.02,26-35
P000450,Washing Machine,Whirlpool,251.17,24,Argos,London,47,Marketplace,1,53.87,23.0,46-55
P000451,Charger,Apple,23.16,12,Argos,London,62,Online,0,0.0,4.87,56-65
P000452,Tablet,Apple,69.91,36,John Lewis,Wales,54,In-store,0,0.0,11.98,46-55
P000453,Headphones,Beats,189.72,12,Argos,Wales,53,Online,0,0.0,18.9,46-55
P000454,Charger,Anker,162.15,36,Argos,Scotland,67,In-store,1,44.2,13.35,66+
P000455,Laptop,Lenovo,394.63,12,John Lewis,Wales,38,In-store,0,0.0,35.06,36-45
P000456,Tablet,Samsung,189.98,12,John Lewis,North West,45,In-store,0,0.0,17.69,36-45
P000457,Tablet,Samsung,288.63,36,AO.com,Wales,27,Marketplace,0,0.0,23.13,26-35
P000458,TV,Panasonic,169.62,12,AO.com,London,30,Marketplace,0,0.0,21.58,26-35
P000459,Laptop,HP,417.39,12,Amazon UK,South East,60,Marketplace,0,0.0,33.71,56-65
P000460,TV,Panasonic,20.0,12,Amazon UK,North West,24,Marketplace,0,0.0,9.05,18-25
P000461,Laptop,HP,478.7,36,John Lewis,South East,28,In-store,1,100.95,40.62,26-35
P000462,TV,LG,209.67,36,Currys,London,59,In-store,0,0.0,21.3,56-65
P000463,Laptop,Lenovo,525.44,12,Argos,Wales,54,Marketplace,1,199.37,38.02,46-55
P000464,Phone,Apple,429.36,12,Argos,West Midlands,36,Online,0,0.0,30.99,36-45
P000465,Headphones,Beats,139.27,24,Argos,South East,24,Online,1,64.47,15.87,18-25
P000466,Refrigerator,Whirlpool,203.51,24,John Lewis,West Midlands,51,In-store,0,0.0,23.56,46-55
P000467,Phone,Apple,420.98,24,Currys,North West,66,Online,0,0.0,34.22,66+
P000468,Tablet,Samsung,117.1,12,Currys,West Midlands,18,In-store,0,0.0,14.41,18-25
P000469,Tablet,Apple,111.6,12,Argos,North West,19,In-store,0,0.0,12.44,18-25
P000470,Phone,OnePlus,511.93,24,John Lewis,Wales,56,Online,0,0.0,40.9,56-65
P000471,Washing Machine,LG,127.2,36,John Lewis,North West,27,Marketplace,1,37.99,18.28,26-35
P000472,Phone,Google,484.24,12,John Lewis,Scotland,43,In-store,0,0.0,37.81,36-45
P000473,Tablet,Apple,212.27,24,Currys,London,57,Online,1,98.17,18.98,56-65
P000474,Refrigerator,Bosch,43.68,12,AO.com,London,45,Marketplace,0,0.0,10.71,36-45
P000475,Refrigerator,Samsung,192.22,36,Amazon UK,London,50,In-store,0,0.0,16.9,46-55
P000476,TV,Panasonic,320.77,36,John Lewis,Wales,40,Marketplace,1,138.23,25.75,36-45
P000477,Headphones,Bose,20.0,24,Argos,North West,45,Online,0,0.0,7.0,36-45
P000478,Refrigerator,Bosch,105.66,36,Argos,London,26,In-store,0,0.0,9.02,26-35
P000479,Laptop,HP,406.79,36,Currys,South East,59,Marketplace,0,0.0,36.03,56-65
P000480,Tablet,Apple,77.12,36,John Lewis,Scotland,33,In-store,1,24.78,9.6,26-35
P000481,Washing Machine,LG,248.34,24,Currys,London,57,In-store,0,0.0,21.1,56-65
P000482,Laptop,HP,408.97,36,AO.com,Wales,25,Online,1,83.63,34.9,18-25
P000483,TV,Panasonic,406.25,36,Currys,London,36,Marketplace,1,78.51,33.51,36-45
P000484,Refrigerator,Whirlpool,341.22,36,Amazon UK,London,33,Online,1,66.27,28.76,26-35
P000485,Washing Machine,LG,107.75,24,Amazon UK,North West,45,Marketplace,1,44.97,8.98,36-45
P000486,Laptop,Apple,374.47,36,AO.com,North West,44,Online,0,0.0,29.71,36-45
P000487,TV,Sony,255.87,12,Amazon UK,North West,22,Online,1,44.55,19.88,18-25
P000488,Phone,Samsung,427.67,36,AO.com,South East,26,Online,0,0.0,37.13,26-35
P000489,Laptop,Dell,529.7,12,Amazon UK,London,45,In-store,0,0.0,42.01,36-45
P000490,Laptop,HP,354.3,24,Amazon UK,Wales,43,Marketplace,0,0.0,28.9,36-45
P000491,Charger,Belkin,143.47,36,John Lewis,London,58,In-store,0,0.0,13.81,56-65
P000492,Charger,Apple,244.74,24,AO.com,North West,40,Marketplace,0,0.0,18.49,36-45
P000493,Headphones,Bose,299.83,12,Currys,London,28,Marketplace,1,77.01,24.52,26-35
P000494,Tablet,Samsung,229.73,24,John Lewis,South East,52,Online,0,0.0,19.87,46-55
P000495,Charger,Apple,252.43,24,Currys,London,25,Online,0,0.0,22.0,18-25
P000496,Washing Machine,Bosch,140.58,36,AO.com,North West,42,In-store,0,0.0,13.06,36-45
P000497,Washing Machine,Whirlpool,180.77,36,Amazon UK,Wales,63,Online,0,0.0,17.06,56-65
P000498,Washing Machine,Bosch,230.02,36,Argos,Scotland,26,Marketplace,1,41.13,23.6,26-35
P000499,Headphones,Bose,227.27,36,Argos,South East,40,Online,0,0.0,22.86,36-45
P000500,Laptop,Dell,243.91,24,Amazon UK,London,31,Online,1,38.34,15.56,26-35
P000501,Laptop,Lenovo,484.74,36,Amazon UK,London,47,In-store,1,127.12,38.88,46-55
P000502,Charger,Anker,159.44,36,John Lewis,Wales,55,In-store,0,0.0,15.96,46-55
P000503,Washing Machine,Whirlpool,156.48,36,Argos,London,68,Marketplace,0,0.0,18.21,66+
P000504,Refrigerator,Samsung,284.34,24,Currys,North West,62,Online,1,99.38,22.1,56-65
P000505,Refrigerator,Whirlpool,308.6,12,John Lewis,Scotland,36,Online,1,103.06,24.66,36-45
P000506,Phone,OnePlus,308.93,36,John Lewis,North West,47,Marketplace,0,0.0,26.9,46-55
P000507,Washing Machine,Bosch,29.98,24,Amazon UK,Wales,31,In-store,0,0.0,8.68,26-35
P000508,Charger,Apple,94.63,36,John Lewis,South East,47,Online,0,0.0,8.42,46-55
P000509,Refrigerator,Samsung,164.29,12,Amazon UK,West Midlands,39,In-store,1,62.34,18.7,36-45
P000510,Charger,Anker,135.07,36,AO.com,Scotland,47,Marketplace,0,0.0,17.01,46-55
P000511,Charger,Belkin,131.55,12,John Lewis,North West,38,In-store,0,0.0,11.43,36-45
P000512,TV,Panasonic,223.84,24,John Lewis,Scotland,26,In-store,1,88.98,22.17,26-35
P000513,Washing Machine,Bosch,218.96,12,John Lewis,North West,62,Marketplace,0,0.0,23.33,56-65
P000514,Laptop,Lenovo,287.96,24,John Lewis,North West,36,In-store,1,83.22,31.47,36-45
P000515,Headphones,Beats,88.69,12,John Lewis,Scotland,68,Marketplace,0,0.0,12.95,66+
P000516,Refrigerator,Bosch,319.97,12,John Lewis,Wales,24,In-store,0,0.0,29.58,18-25
P000517,Tablet,Amazon,132.58,36,Argos,London,20,Online,1,41.41,15.94,18-25
P000518,TV,Sony,204.36,24,AO.com,Scotland,40,Marketplace,0,0.0,24.39,36-45
P000519,Phone,Google,410.62,24,Amazon UK,Scotland,44,In-store,0,0.0,32.33,36-45
P000520,Charger,Anker,177.98,24,Argos,Scotland,57,Marketplace,0,0.0,11.26,56-65
P000521,Washing Machine,LG,71.21,36,Argos,Wales,66,Online,0,0.0,2.09,66+
P000522,Refrigerator,Samsung,169.08,36,AO.com,Scotland,38,Online,0,0.0,14.58,36-45
P000523,Charger,Belkin,150.76,36,Argos,London,58,Marketplace,0,0.0,11.52,56-65
P000524,Headphones,Sony,221.32,36,Currys,Wales,41,In-store,0,0.0,18.24,36-45
P000525,Headphones,Sony,219.54,24,Currys,Scotland,56,Marketplace,0,0.0,23.35,56-65
P000526,Washing Machine,Bosch,160.09,24,AO.com,North West,18,Online,0,0.0,14.25,18-25
P000527,Tablet,Apple,257.92,24,Argos,North West,62,Marketplace,0,0.0,24.1,56-65
P000528,Headphones,Bose,292.12,24,Amazon UK,West Midlands,56,Marketplace,1,71.79,27.51,56-65
P000529,Tablet,Samsung,241.97,12,Currys,Scotland,63,In-store,0,0.0,26.77,56-65
P000530,Headphones,Bose,289.68,36,Argos,South East,19,Online,1,103.94,28.53,18-25
P000531,Headphones,Bose,219.34,24,John Lewis,West Midlands,57,Online,0,0.0,17.9,56-65
P000532,Washing Machine,Whirlpool,251.19,12,AO.com,Wales,46,Online,0,0.0,22.08,46-55
P000533,Headphones,Beats,317.62,12,Argos,London,27,Marketplace,0,0.0,22.03,26-35
P000534,Tablet,Amazon,169.87,12,AO.com,Wales,23,Online,0,0.0,15.94,18-25
P000535,Phone,OnePlus,285.63,24,Currys,London,34,Online,1,88.79,17.64,26-35
P000536,Refrigerator,Bosch,355.8,24,AO.com,London,62,Online,0,0.0,29.38,56-65
P000537,TV,Panasonic,51.5,12,Amazon UK,South East,41,In-store,0,0.0,10.02,36-45
P000538,Charger,Anker,284.56,24,Argos,Wales,35,Marketplace,0,0.0,25.16,26-35
P000539,Washing Machine,Whirlpool,119.5,12,Currys,Wales,55,In-store,0,0.0,17.54,46-55
P000540,Charger,Anker,175.0,24,Amazon UK,London,20,In-store,0,0.0,21.74,18-25
P000541,Headphones,Bose,245.72,12,Currys,Scotland,40,Marketplace,0,0.0,16.69,36-45
P000542,Charger,Belkin,317.12,24,AO.com,West Midlands,53,Online,0,0.0,31.39,46-55
P000543,Charger,Anker,508.72,24,John Lewis,South East,45,Marketplace,0,0.0,37.72,36-45
P000544,Washing Machine,Whirlpool,156.98,36,Currys,West Midlands,46,Online,0,0.0,19.81,46-55
P000545,Washing Machine,Whirlpool,150.17,24,Currys,Wales,28,In-store,0,0.0,18.41,26-35
P000546,Tablet,Amazon,361.56,12,Currys,North West,51,Online,1,163.23,36.42,46-55
P000547,Washing Machine,LG,202.8,24,AO.com,Wales,62,Online,0,0.0,20.45,56-65
P000548,Headphones,Bose,90.19,24,AO.com,Scotland,67,Online,0,0.0,10.23,66+
P000549,TV,Samsung,195.94,12,Argos,West Midlands,59,In-store,1,35.69,20.81,56-65
P000550,Tablet,Apple,166.62,12,Currys,West Midlands,21,Online,1,35.62,16.95,18-25
P000551,Phone,OnePlus,292.47,36,Currys,Scotland,34,Marketplace,0,0.0,26.46,26-35
P000552,Tablet,Amazon,252.9,36,Amazon UK,South East,54,Marketplace,0,0.0,16.59,46-55
P000553,Laptop,Apple,273.2,24,John Lewis,London,40,Online,0,0.0,24.49,36-45
P000554,Washing Machine,LG,93.66,24,Currys,Wales,68,In-store,0,0.0,8.94,66+
